,algorithm,goal_reached,solution_length,explored_states
291,GoalAgentDFS,True,116,8832
292,GoalAgentUCS,True,78,6259
293,GoalAgentDLS,True,116,469
294,GoalAgentAStar,True,54,926
295,GoalAgentAStar,True,78,1666
296,GoalAgentUCS,True,157,8579
297,GoalAgentUCS,True,42,2995
298,GoalAgentAStar,True,42,293
299,GoalAgentBFS,True,46,3036
300,GoalAgentBFS,True,78,4952
301,GoalAgentDFS,True,418,452
302,GoalAgentDLS,True,110,2113
303,GoalAgentBFS,True,67,5694
304,GoalAgentAStar,True,157,6154
305,GoalAgentUCS,True,46,3036
306,GoalAgentAStar,True,46,654
307,GoalAgentDFS,True,1140,7327
308,GoalAgentDFS,True,789,4691
309,GoalAgentDLS,False,0,3332
310,GoalAgentDLS,False,0,1753
311,GoalAgentBFS,True,64,4953
312,GoalAgentBFS,True,62,3829
313,GoalAgentUCS,True,67,5694
314,GoalAgentAStar,True,67,1209
315,GoalAgentUCS,True,78,4952
316,GoalAgentAStar,True,78,1764
317,GoalAgentDFS,True,1980,5773
318,GoalAgentDFS,True,348,8286
319,GoalAgentDLS,False,0,3811
320,GoalAgentDLS,False,0,3315
321,GoalAgentUCS,True,62,3829
322,GoalAgentBFS,True,89,7043
323,GoalAgentAStar,True,62,1032
324,GoalAgentUCS,True,64,4953
325,GoalAgentBFS,True,28,1107
326,GoalAgentBFS,True,89,6551
327,GoalAgentDFS,True,667,3962
328,GoalAgentDLS,True,137,176
329,GoalAgentAStar,True,64,1306
330,GoalAgentDFS,True,845,1689
331,GoalAgentDFS,True,772,2133
332,GoalAgentDLS,True,84,2170
333,GoalAgentUCS,True,28,1107
334,GoalAgentAStar,True,28,103
335,GoalAgentDLS,False,0,3211
336,GoalAgentBFS,True,88,5609
337,GoalAgentUCS,True,89,7043
338,GoalAgentBFS,True,72,5898
339,GoalAgentAStar,True,89,1893
340,GoalAgentDFS,True,778,7557
341,GoalAgentDFS,True,932,1789
342,GoalAgentUCS,True,89,6551
343,GoalAgentDLS,False,0,3183
344,GoalAgentAStar,True,89,1051
345,GoalAgentDLS,False,0,4091
346,GoalAgentUCS,True,88,5609
347,GoalAgentBFS,True,63,3345
348,GoalAgentAStar,True,88,2105
349,GoalAgentDFS,True,1705,2995
350,GoalAgentBFS,True,129,7276
351,GoalAgentDLS,False,0,1596
352,GoalAgentUCS,True,72,5898
353,GoalAgentDFS,True,577,3391
354,GoalAgentBFS,True,27,1114
355,GoalAgentDLS,False,0,2283
356,GoalAgentAStar,True,72,1519
357,GoalAgentUCS,True,63,3345
358,GoalAgentAStar,True,63,653
359,GoalAgentBFS,True,59,3755
360,GoalAgentUCS,True,129,7276
361,GoalAgentDFS,True,1077,7429
362,GoalAgentDFS,True,729,5553
363,GoalAgentAStar,True,129,4068
364,GoalAgentDLS,True,135,1763
365,GoalAgentBFS,True,69,6539
366,GoalAgentUCS,True,27,1114
367,GoalAgentAStar,True,27,181
368,GoalAgentDLS,False,0,3872
369,GoalAgentDFS,True,1831,3375
370,GoalAgentDLS,False,0,2206
371,GoalAgentUCS,True,59,3755
372,GoalAgentBFS,True,77,5170
373,GoalAgentAStar,True,59,1078
374,GoalAgentUCS,True,69,6539
375,GoalAgentAStar,True,69,754
376,GoalAgentBFS,True,112,7997
377,GoalAgentDFS,True,227,8694
378,GoalAgentBFS,True,68,5130
379,GoalAgentDLS,False,0,2652
380,GoalAgentDFS,True,990,3428
381,GoalAgentBFS,True,63,3763
382,GoalAgentDLS,False,0,2100
383,GoalAgentDFS,True,680,7277
384,GoalAgentUCS,True,77,5170
385,GoalAgentDFS,True,749,5353
386,GoalAgentDLS,False,0,3371
387,GoalAgentAStar,True,77,962
388,GoalAgentUCS,True,68,5130
389,GoalAgentDLS,False,0,2488
390,GoalAgentAStar,True,68,806
391,GoalAgentBFS,True,48,2170
392,GoalAgentUCS,True,63,3763
393,GoalAgentAStar,True,63,871
394,GoalAgentBFS,True,48,2616
395,GoalAgentDFS,True,850,7172
396,GoalAgentUCS,True,112,7997
397,GoalAgentBFS,True,113,7768
398,GoalAgentDFS,True,189,1115
399,GoalAgentDLS,True,139,182
400,GoalAgentDLS,False,0,2688
401,GoalAgentAStar,True,112,3637
402,GoalAgentUCS,True,48,2170
403,GoalAgentAStar,True,48,586
404,GoalAgentUCS,True,113,7768
405,GoalAgentBFS,True,41,2072
406,GoalAgentDFS,True,880,7268
407,GoalAgentBFS,True,23,889
408,GoalAgentAStar,True,113,2794
409,GoalAgentDLS,True,142,3393
410,GoalAgentDFS,True,865,7289
411,GoalAgentUCS,True,48,2616
412,GoalAgentDFS,True,1829,3877
413,GoalAgentAStar,True,48,673
414,GoalAgentDLS,False,0,2510
415,GoalAgentDLS,True,139,3655
416,GoalAgentBFS,True,113,6787
417,GoalAgentUCS,True,23,889
418,GoalAgentUCS,True,41,2072
419,GoalAgentAStar,True,23,159
420,GoalAgentAStar,True,41,488
421,GoalAgentBFS,True,54,2779
422,GoalAgentBFS,True,34,708
423,GoalAgentDFS,True,236,240
424,GoalAgentDFS,True,507,5495
425,GoalAgentDLS,True,132,1248
426,GoalAgentBFS,True,39,2475
427,GoalAgentUCS,True,34,708
428,GoalAgentDFS,True,2288,3272
429,GoalAgentAStar,True,34,321
430,GoalAgentDLS,False,0,2181
431,GoalAgentDLS,False,0,3681
432,GoalAgentDFS,True,1601,6745
433,GoalAgentBFS,True,30,1327
434,GoalAgentDFS,True,254,258
435,GoalAgentDLS,False,0,2826
436,GoalAgentDLS,True,126,1212
437,GoalAgentUCS,True,113,6787
438,GoalAgentUCS,True,54,2779
439,GoalAgentUCS,True,30,1327
440,GoalAgentAStar,True,54,616
441,GoalAgentAStar,True,30,285
442,GoalAgentUCS,True,39,2475
443,GoalAgentAStar,True,39,400
444,GoalAgentBFS,True,24,1005
445,GoalAgentAStar,True,113,2924
446,GoalAgentBFS,True,41,1307
447,GoalAgentBFS,True,45,2763
448,GoalAgentBFS,True,31,913
449,GoalAgentDFS,True,743,1293
450,GoalAgentDFS,True,1235,1695
451,GoalAgentDLS,False,0,1737
452,GoalAgentDFS,True,1921,4377
453,GoalAgentUCS,True,41,1307
454,GoalAgentDFS,True,456,8090
455,GoalAgentAStar,True,41,544
456,GoalAgentDLS,True,122,2196
457,GoalAgentDLS,True,133,3275
458,GoalAgentDLS,False,0,3824
459,GoalAgentUCS,True,31,913
460,GoalAgentUCS,True,24,1005
461,GoalAgentAStar,True,24,58
462,GoalAgentAStar,True,31,136
463,GoalAgentBFS,True,26,1182
464,GoalAgentBFS,True,49,2549
465,GoalAgentUCS,True,45,2763
466,GoalAgentAStar,True,45,231
467,GoalAgentBFS,True,86,4629
468,GoalAgentDFS,True,352,8247
469,GoalAgentDLS,True,140,1011
470,GoalAgentDFS,True,775,7750
471,GoalAgentUCS,True,26,1182
472,GoalAgentDLS,False,0,1329
473,GoalAgentAStar,True,26,209
474,GoalAgentDFS,True,906,4292
475,GoalAgentUCS,True,49,2549
476,GoalAgentBFS,True,170,8718
477,GoalAgentAStar,True,49,422
478,GoalAgentBFS,True,3,23
479,GoalAgentDFS,True,3,4
480,GoalAgentDLS,True,3,4
481,GoalAgentUCS,True,3,23
482,GoalAgentAStar,True,3,4
483,GoalAgentDLS,False,0,3405
484,GoalAgentBFS,True,32,1419
485,GoalAgentBFS,True,53,4030
486,GoalAgentDFS,True,1982,6044
487,GoalAgentUCS,True,86,4629
488,GoalAgentDLS,False,0,1512
489,GoalAgentDFS,True,1285,3851
490,GoalAgentDFS,True,1332,6885
491,GoalAgentAStar,True,86,1954
492,GoalAgentDLS,True,141,2405
493,GoalAgentDLS,False,0,2735
494,GoalAgentUCS,True,32,1419
495,GoalAgentAStar,True,32,100
496,GoalAgentBFS,True,21,506
497,GoalAgentUCS,True,170,8718
498,GoalAgentDFS,True,691,1495
499,GoalAgentUCS,True,53,4030
500,GoalAgentDLS,False,0,2245
501,GoalAgentUCS,True,21,506
502,GoalAgentAStar,True,21,27
503,GoalAgentAStar,True,53,861
504,GoalAgentBFS,True,99,8022
505,GoalAgentAStar,True,170,6844
506,GoalAgentDFS,True,2143,4036
507,GoalAgentBFS,True,107,7082
508,GoalAgentBFS,True,86,5874
509,GoalAgentBFS,True,49,1927
510,GoalAgentDLS,False,0,3567
511,GoalAgentDFS,True,999,4867
512,GoalAgentDFS,True,842,6159
513,GoalAgentDFS,True,419,7648
514,GoalAgentDLS,False,0,3765
515,GoalAgentDLS,False,0,3477
516,GoalAgentUCS,True,99,8022
517,GoalAgentDLS,False,0,1759
518,GoalAgentUCS,True,49,1927
519,GoalAgentAStar,True,49,391
520,GoalAgentAStar,True,99,2956
521,GoalAgentUCS,True,107,7082
522,GoalAgentUCS,True,86,5874
523,GoalAgentBFS,True,48,3394
524,GoalAgentAStar,True,107,3315
525,GoalAgentBFS,True,91,6162
526,GoalAgentAStar,True,86,2014
527,GoalAgentDFS,True,1288,7048
528,GoalAgentBFS,True,164,8818
529,GoalAgentDFS,True,2287,5014
530,GoalAgentBFS,True,54,3150
531,GoalAgentDLS,False,0,2750
532,GoalAgentDFS,True,2396,3784
533,GoalAgentDLS,False,0,1577
534,GoalAgentUCS,True,48,3394
535,GoalAgentDLS,False,0,1939
536,GoalAgentAStar,True,48,586
537,GoalAgentDFS,True,1816,5897
538,GoalAgentUCS,True,91,6162
539,GoalAgentBFS,True,45,3389
540,GoalAgentDFS,True,179,180
541,GoalAgentAStar,True,91,1552
542,GoalAgentDLS,True,111,3225
543,GoalAgentUCS,True,164,8818
544,GoalAgentBFS,True,46,2566
545,GoalAgentUCS,True,45,3389
546,GoalAgentDLS,False,0,3879
547,GoalAgentAStar,True,45,495
548,GoalAgentUCS,True,54,3150
549,GoalAgentDFS,True,616,4177
550,GoalAgentAStar,True,54,496
551,GoalAgentDLS,False,0,3027
552,GoalAgentAStar,True,164,6926
553,GoalAgentBFS,True,88,5482
554,GoalAgentBFS,True,85,6593
555,GoalAgentUCS,True,46,2566
556,GoalAgentAStar,True,46,436
557,GoalAgentDFS,True,1090,4974
558,GoalAgentDLS,False,0,2580
559,GoalAgentBFS,True,52,3680
560,GoalAgentDFS,True,699,4024
561,GoalAgentBFS,True,43,3267
562,GoalAgentDLS,False,0,3981
563,GoalAgentDFS,True,52,8891
564,GoalAgentDFS,True,451,8296
565,GoalAgentUCS,True,88,5482
566,GoalAgentDLS,True,52,2063
567,GoalAgentDLS,True,135,2519
568,GoalAgentUCS,True,52,3680
569,GoalAgentAStar,True,88,2257
570,GoalAgentAStar,True,52,249
571,GoalAgentUCS,True,43,3267
572,GoalAgentAStar,True,43,516
573,GoalAgentUCS,True,85,6593
574,GoalAgentBFS,True,94,5194
575,GoalAgentAStar,True,85,1215
576,GoalAgentDFS,True,820,1744
577,GoalAgentBFS,True,99,7648
578,GoalAgentDFS,True,345,429
579,GoalAgentDLS,False,0,1564
580,GoalAgentDLS,False,0,3324
581,GoalAgentBFS,True,37,1180
582,GoalAgentUCS,True,94,5194
583,GoalAgentAStar,True,94,1468
584,GoalAgentUCS,True,99,7648
585,GoalAgentDFS,True,355,7267
586,GoalAgentBFS,True,139,8223
587,GoalAgentAStar,True,99,2612
588,GoalAgentDFS,True,1069,1275
589,GoalAgentDLS,False,0,3179
590,GoalAgentDLS,True,99,4122
591,GoalAgentUCS,True,37,1180
592,GoalAgentAStar,True,37,340
593,GoalAgentBFS,True,123,8276
594,GoalAgentUCS,True,139,8223
595,GoalAgentDFS,True,2847,4408
596,GoalAgentBFS,True,54,4024
597,GoalAgentDFS,True,1700,2208
598,GoalAgentBFS,True,110,8164
599,GoalAgentDLS,True,76,1483
600,GoalAgentDLS,False,0,4434
601,GoalAgentDFS,True,736,2033
602,GoalAgentDLS,False,0,2520
603,GoalAgentAStar,True,139,4996
604,GoalAgentUCS,True,54,4024
605,GoalAgentAStar,True,54,360
606,GoalAgentBFS,True,30,1143
607,GoalAgentUCS,True,123,8276
608,GoalAgentBFS,True,17,517
609,GoalAgentUCS,True,110,8164
610,GoalAgentAStar,True,123,4327
611,GoalAgentDFS,True,377,2031
612,GoalAgentBFS,True,9,148
613,GoalAgentAStar,True,110,3030
614,GoalAgentDFS,True,345,4138
615,GoalAgentDLS,False,0,3266
616,GoalAgentDLS,True,103,2384
617,GoalAgentUCS,True,17,517
618,GoalAgentAStar,True,17,20
619,GoalAgentUCS,True,9,148
620,GoalAgentAStar,True,9,17
621,GoalAgentBFS,True,83,6429
622,GoalAgentDFS,True,372,8046
623,GoalAgentDLS,True,138,223
624,GoalAgentUCS,True,30,1143
625,GoalAgentAStar,True,30,113
626,GoalAgentDFS,True,1665,2286
627,GoalAgentBFS,True,40,1829
628,GoalAgentDLS,False,0,2547
629,GoalAgentBFS,True,100,6481
630,GoalAgentDFS,True,996,3674
631,GoalAgentDFS,True,712,5314
632,GoalAgentDLS,False,0,3380
633,GoalAgentUCS,True,83,6429
634,GoalAgentDLS,False,0,2625
635,GoalAgentAStar,True,83,2087
636,GoalAgentBFS,True,69,5277
637,GoalAgentUCS,True,40,1829
638,GoalAgentAStar,True,40,420
639,GoalAgentDFS,True,1893,5947
640,GoalAgentUCS,True,100,6481
641,GoalAgentDLS,False,0,2936
642,GoalAgentBFS,True,106,6770
643,GoalAgentBFS,True,61,4913
644,GoalAgentAStar,True,100,2702
645,GoalAgentUCS,True,69,5277
646,GoalAgentDFS,True,1485,2662
647,GoalAgentDFS,True,334,6079
648,GoalAgentAStar,True,69,1429
649,GoalAgentBFS,True,34,1534
650,GoalAgentDLS,False,0,4462
651,GoalAgentDLS,False,0,2857
652,GoalAgentDFS,True,116,8828
653,GoalAgentDLS,True,116,766
654,GoalAgentUCS,True,61,4913
655,GoalAgentUCS,True,34,1534
656,GoalAgentAStar,True,34,361
657,GoalAgentUCS,True,106,6770
658,GoalAgentAStar,True,61,1009
659,GoalAgentAStar,True,106,1005
660,GoalAgentBFS,True,105,8097
661,GoalAgentBFS,True,31,1610
662,GoalAgentBFS,True,65,3535
663,GoalAgentDFS,True,1023,3947
664,GoalAgentBFS,True,132,8667
665,GoalAgentDFS,True,1118,1139
666,GoalAgentDLS,False,0,1995
667,GoalAgentDFS,True,881,7619
668,GoalAgentDLS,True,141,2219
669,GoalAgentDLS,False,0,3875
670,GoalAgentUCS,True,65,3535
671,GoalAgentAStar,True,65,826
672,GoalAgentDFS,True,197,8597
673,GoalAgentDLS,True,111,1347
674,GoalAgentUCS,True,31,1610
675,GoalAgentAStar,True,31,275
676,GoalAgentUCS,True,132,8667
677,GoalAgentBFS,True,36,1944
678,GoalAgentUCS,True,105,8097
679,GoalAgentBFS,True,77,5326
680,GoalAgentAStar,True,105,3210
681,GoalAgentAStar,True,132,4135
682,GoalAgentBFS,True,23,894
683,GoalAgentDFS,True,392,8497
684,GoalAgentDLS,True,142,297
685,GoalAgentUCS,True,36,1944
686,GoalAgentAStar,True,36,306
687,GoalAgentDFS,True,1753,5715
688,GoalAgentBFS,True,104,8254
689,GoalAgentDLS,False,0,3870
690,GoalAgentDFS,True,173,8787
691,GoalAgentDLS,False,0,2153
692,GoalAgentDFS,True,2450,5014
693,GoalAgentBFS,True,105,7584
694,GoalAgentUCS,True,23,894
695,GoalAgentAStar,True,23,116
696,GoalAgentDFS,True,1811,2667
697,GoalAgentDLS,False,0,3266
698,GoalAgentUCS,True,77,5326
699,GoalAgentDLS,False,0,1878
700,GoalAgentBFS,True,61,4371
701,GoalAgentAStar,True,77,1798
702,GoalAgentDFS,True,1473,2140
703,GoalAgentBFS,True,58,2755
704,GoalAgentDLS,False,0,2860
705,GoalAgentUCS,True,104,8254
706,GoalAgentUCS,True,105,7584
707,GoalAgentUCS,True,61,4371
708,GoalAgentDFS,True,1442,6626
709,GoalAgentAStar,True,104,2975
710,GoalAgentAStar,True,61,932
711,GoalAgentDLS,False,0,2725
712,GoalAgentAStar,True,105,3184
713,GoalAgentBFS,True,57,3287
714,GoalAgentBFS,True,37,2146
715,GoalAgentUCS,True,58,2755
716,GoalAgentAStar,True,58,712
717,GoalAgentBFS,True,53,2302
718,GoalAgentDFS,True,867,3215
719,GoalAgentDFS,True,1147,4617
720,GoalAgentDLS,True,141,2253
721,GoalAgentDLS,False,0,3006
722,GoalAgentUCS,True,37,2146
723,GoalAgentAStar,True,37,377
724,GoalAgentUCS,True,57,3287
725,GoalAgentBFS,True,116,8062
726,GoalAgentDFS,True,355,8442
727,GoalAgentAStar,True,57,686
728,GoalAgentDLS,True,137,2031
729,GoalAgentDFS,True,2468,3401
730,GoalAgentDLS,False,0,1348
731,GoalAgentUCS,True,53,2302
732,GoalAgentAStar,True,53,480
733,GoalAgentBFS,True,82,5063
734,GoalAgentBFS,True,86,8071
735,GoalAgentBFS,True,68,5599
736,GoalAgentUCS,True,116,8062
737,GoalAgentDFS,True,636,7868
738,GoalAgentDFS,True,1444,6729
739,GoalAgentDFS,True,2516,3773
740,GoalAgentDLS,True,140,2598
741,GoalAgentDLS,False,0,2473
742,GoalAgentAStar,True,116,3494
743,GoalAgentDLS,False,0,2918
744,GoalAgentUCS,True,82,5063
745,GoalAgentBFS,True,94,6731
746,GoalAgentUCS,True,68,5599
747,GoalAgentUCS,True,86,8071
748,GoalAgentDFS,True,892,1225
749,GoalAgentAStar,True,68,1067
750,GoalAgentAStar,True,82,1607
751,GoalAgentDLS,True,138,748
752,GoalAgentAStar,True,86,2102
753,GoalAgentBFS,True,41,2680
754,GoalAgentBFS,True,68,3815
755,GoalAgentUCS,True,94,6731
756,GoalAgentAStar,True,94,827
757,GoalAgentBFS,True,137,8495
758,GoalAgentDFS,True,900,3468
759,GoalAgentBFS,True,36,2273
760,GoalAgentDFS,True,324,326
761,GoalAgentDLS,False,0,2946
762,GoalAgentDFS,True,1081,7441
763,GoalAgentDLS,False,0,2205
764,GoalAgentUCS,True,36,2273
765,GoalAgentDFS,True,827,5877
766,GoalAgentAStar,True,36,94
767,GoalAgentUCS,True,68,3815
768,GoalAgentAStar,True,68,1114
769,GoalAgentDLS,False,0,4729
770,GoalAgentDLS,False,0,3582
771,GoalAgentBFS,True,87,4985
772,GoalAgentUCS,True,41,2680
773,GoalAgentAStar,True,41,558
774,GoalAgentBFS,True,78,6815
775,GoalAgentDFS,True,1163,7149
776,GoalAgentDLS,False,0,2235
777,GoalAgentDFS,True,1070,5698
778,GoalAgentUCS,True,137,8495
779,GoalAgentBFS,True,80,4894
780,GoalAgentDLS,False,0,4610
781,GoalAgentUCS,True,87,4985
782,GoalAgentAStar,True,87,1899
783,GoalAgentDFS,True,1886,2546
784,GoalAgentBFS,True,21,749
785,GoalAgentDLS,False,0,1019
786,GoalAgentUCS,True,78,6815
787,GoalAgentAStar,True,137,5407
788,GoalAgentDFS,True,691,3984
789,GoalAgentAStar,True,78,1880
790,GoalAgentDLS,True,135,1866
791,GoalAgentUCS,True,21,749
792,GoalAgentBFS,True,37,1520
793,GoalAgentAStar,True,21,141
794,GoalAgentUCS,True,80,4894
795,GoalAgentBFS,True,32,1753
796,GoalAgentAStar,True,80,1318
797,GoalAgentBFS,True,37,2176
798,GoalAgentBFS,True,73,6601
799,GoalAgentDFS,True,1244,7164
800,GoalAgentDFS,True,643,801
801,GoalAgentDLS,False,0,2024
802,GoalAgentDLS,True,132,2990
803,GoalAgentDFS,True,671,5470
804,GoalAgentDFS,True,271,8253
805,GoalAgentUCS,True,32,1753
806,GoalAgentAStar,True,32,299
807,GoalAgentDLS,True,135,1237
808,GoalAgentDLS,False,0,3030
809,GoalAgentUCS,True,37,1520
810,GoalAgentAStar,True,37,455
811,GoalAgentUCS,True,73,6601
812,GoalAgentUCS,True,37,2176
813,GoalAgentAStar,True,37,193
814,GoalAgentBFS,True,82,5210
815,GoalAgentBFS,True,43,2174
816,GoalAgentAStar,True,73,1465
817,GoalAgentBFS,True,25,805
818,GoalAgentDFS,True,1433,1726
819,GoalAgentBFS,True,63,3231
820,GoalAgentDFS,True,1091,1796
821,GoalAgentDFS,True,637,749
822,GoalAgentDLS,False,0,3373
823,GoalAgentDLS,False,0,1909
824,GoalAgentDFS,True,1916,5898
825,GoalAgentDLS,False,0,3739
826,GoalAgentDLS,False,0,2040
827,GoalAgentUCS,True,25,805
828,GoalAgentAStar,True,25,35
829,GoalAgentUCS,True,43,2174
830,GoalAgentAStar,True,43,545
831,GoalAgentUCS,True,63,3231
832,GoalAgentAStar,True,63,637
833,GoalAgentUCS,True,82,5210
834,GoalAgentAStar,True,82,1895
835,GoalAgentBFS,True,111,6472
836,GoalAgentBFS,True,49,3643
837,GoalAgentBFS,True,122,7936
838,GoalAgentBFS,True,94,6006
839,GoalAgentDFS,True,1687,3417
840,GoalAgentDFS,True,2511,4685
841,GoalAgentDFS,True,1442,4171
842,GoalAgentDLS,False,0,2080
843,GoalAgentDFS,True,1170,3875
844,GoalAgentDLS,False,0,3158
845,GoalAgentDLS,False,0,2484
846,GoalAgentDLS,False,0,4083
847,GoalAgentUCS,True,49,3643
848,GoalAgentAStar,True,49,650
849,GoalAgentBFS,True,31,1440
850,GoalAgentUCS,True,111,6472
851,GoalAgentUCS,True,94,6006
852,GoalAgentUCS,True,122,7936
853,GoalAgentAStar,True,111,2160
854,GoalAgentAStar,True,94,2361
855,GoalAgentDFS,True,723,6044
856,GoalAgentBFS,True,63,4288
857,GoalAgentAStar,True,122,4185
858,GoalAgentDLS,False,0,3648
859,GoalAgentBFS,True,108,7014
860,GoalAgentUCS,True,31,1440
861,GoalAgentAStar,True,31,175
862,GoalAgentDFS,True,1004,1684
863,GoalAgentDFS,True,1333,6714
864,GoalAgentDLS,False,0,3531
865,GoalAgentBFS,True,67,6203
866,GoalAgentDLS,False,0,3893
867,GoalAgentBFS,True,82,4568
868,GoalAgentDFS,True,833,2607
869,GoalAgentUCS,True,108,7014
870,GoalAgentUCS,True,63,4288
871,GoalAgentDLS,False,0,3697
872,GoalAgentAStar,True,63,1287
873,GoalAgentDFS,True,1354,6778
874,GoalAgentAStar,True,108,3038
875,GoalAgentBFS,True,49,2235
876,GoalAgentDLS,False,0,3266
877,GoalAgentUCS,True,67,6203
878,GoalAgentBFS,True,55,4286
879,GoalAgentAStar,True,67,1186
880,GoalAgentDFS,True,629,5273
881,GoalAgentDFS,True,603,1722
882,GoalAgentDLS,True,137,1658
883,GoalAgentDLS,False,0,2411
884,GoalAgentUCS,True,82,4568
885,GoalAgentBFS,True,32,1795
886,GoalAgentDFS,True,258,274
887,GoalAgentUCS,True,49,2235
888,GoalAgentAStar,True,49,329
889,GoalAgentAStar,True,82,1991
890,GoalAgentDLS,True,142,2671
891,GoalAgentUCS,True,55,4286
892,GoalAgentBFS,True,44,1651
893,GoalAgentAStar,True,55,932
894,GoalAgentUCS,True,32,1795
895,GoalAgentAStar,True,32,305
896,GoalAgentDFS,True,1522,2128
897,GoalAgentBFS,True,26,1170
898,GoalAgentDLS,False,0,1611
899,GoalAgentBFS,True,47,3530
900,GoalAgentDFS,True,355,359
901,GoalAgentBFS,True,109,7127
902,GoalAgentDFS,True,1002,1628
903,GoalAgentUCS,True,44,1651
904,GoalAgentAStar,True,44,365
905,GoalAgentDLS,False,0,2362
906,GoalAgentDLS,False,0,2858
907,GoalAgentUCS,True,26,1170
908,GoalAgentAStar,True,26,189
909,GoalAgentBFS,True,63,3334
910,GoalAgentDFS,True,1233,6805
911,GoalAgentDFS,True,861,1122
912,GoalAgentUCS,True,47,3530
913,GoalAgentAStar,True,47,635
914,GoalAgentDLS,False,0,2051
915,GoalAgentDLS,True,115,2536
916,GoalAgentBFS,True,62,5597
917,GoalAgentUCS,True,63,3334
918,GoalAgentAStar,True,63,1089
919,GoalAgentUCS,True,109,7127
920,GoalAgentDFS,True,576,7580
921,GoalAgentBFS,True,119,8817
922,GoalAgentDLS,False,0,2832
923,GoalAgentAStar,True,109,3468
924,GoalAgentBFS,True,93,6174
925,GoalAgentBFS,True,27,1260
926,GoalAgentDFS,True,517,7832
927,GoalAgentDFS,True,1525,3751
928,GoalAgentUCS,True,62,5597
929,GoalAgentAStar,True,62,713
930,GoalAgentDLS,True,121,2293
931,GoalAgentUCS,True,27,1260
932,GoalAgentDLS,False,0,4253
933,GoalAgentAStar,True,27,186
934,GoalAgentBFS,True,34,1989
935,GoalAgentDFS,True,389,8188
936,GoalAgentDLS,False,0,2773
937,GoalAgentBFS,True,56,5197
938,GoalAgentDFS,True,1224,1518
939,GoalAgentDFS,True,852,6153
940,GoalAgentUCS,True,119,8817
941,GoalAgentDLS,False,0,2292
942,GoalAgentDLS,True,142,3279
943,GoalAgentUCS,True,93,6174
944,GoalAgentUCS,True,34,1989
945,GoalAgentAStar,True,34,370
946,GoalAgentAStar,True,93,1514
947,GoalAgentAStar,True,119,4409
948,GoalAgentUCS,True,56,5197
949,GoalAgentBFS,False,0,2
950,GoalAgentDFS,False,0,2
951,GoalAgentDLS,False,0,2
952,GoalAgentUCS,False,0,2
953,GoalAgentAStar,False,0,2
954,GoalAgentBFS,True,35,1068
955,GoalAgentAStar,True,56,961
956,GoalAgentBFS,True,25,1057
957,GoalAgentBFS,True,77,6119
958,GoalAgentDFS,True,1387,2315
959,GoalAgentBFS,True,88,5547
960,GoalAgentDFS,True,951,7424
961,GoalAgentDFS,True,583,4001
962,GoalAgentDLS,False,0,3579
963,GoalAgentUCS,True,25,1057
964,GoalAgentAStar,True,25,161
965,GoalAgentDLS,False,0,2719
966,GoalAgentDLS,False,0,3253
967,GoalAgentUCS,True,35,1068
968,GoalAgentAStar,True,35,383
969,GoalAgentDFS,True,1920,6100
970,GoalAgentDLS,False,0,2351
971,GoalAgentBFS,True,64,5476
972,GoalAgentBFS,True,62,2967
973,GoalAgentUCS,True,77,6119
974,GoalAgentAStar,True,77,1665
975,GoalAgentDFS,True,1922,5309
976,GoalAgentUCS,True,88,5547
977,GoalAgentBFS,True,39,2464
978,GoalAgentAStar,True,88,1958
979,GoalAgentDLS,False,0,3537
980,GoalAgentDFS,True,676,7839
981,GoalAgentDLS,False,0,2218
982,GoalAgentUCS,True,64,5476
983,GoalAgentUCS,True,62,2967
984,GoalAgentBFS,True,96,6566
985,GoalAgentAStar,True,64,479
986,GoalAgentDFS,True,431,8082
987,GoalAgentAStar,True,62,896
988,GoalAgentDFS,True,1122,1386
989,GoalAgentBFS,True,29,1524
990,GoalAgentDLS,True,142,1065
991,GoalAgentDLS,False,0,2744
992,GoalAgentDFS,True,667,1377
993,GoalAgentBFS,True,64,2563
994,GoalAgentDLS,True,91,1201
995,GoalAgentUCS,True,39,2464
996,GoalAgentUCS,True,29,1524
997,GoalAgentAStar,True,29,282
998,GoalAgentAStar,True,39,494
999,GoalAgentUCS,True,96,6566
1000,GoalAgentBFS,True,54,4372
1001,GoalAgentAStar,True,96,2122
1002,GoalAgentDFS,True,496,7977
1003,GoalAgentDLS,False,0,2043
1004,GoalAgentBFS,True,93,7262
1005,GoalAgentDFS,True,479,483
1006,GoalAgentUCS,True,64,2563
1007,GoalAgentDFS,True,604,6588
1008,GoalAgentDLS,False,0,2139
1009,GoalAgentAStar,True,64,1208
1010,GoalAgentDLS,False,0,2573
1011,GoalAgentBFS,True,86,8106
1012,GoalAgentDFS,True,822,1222
1013,GoalAgentBFS,True,60,3093
1014,GoalAgentUCS,True,54,4372
1015,GoalAgentDLS,False,0,2997
1016,GoalAgentAStar,True,54,739
1017,GoalAgentUCS,True,93,7262
1018,GoalAgentBFS,True,36,2293
1019,GoalAgentDFS,True,990,6847
1020,GoalAgentAStar,True,93,2678
1021,GoalAgentBFS,True,31,1390
1022,GoalAgentUCS,True,86,8106
1023,GoalAgentDLS,True,140,3786
1024,GoalAgentAStar,True,86,2251
1025,GoalAgentUCS,True,60,3093
1026,GoalAgentDFS,True,366,7899
1027,GoalAgentAStar,True,60,904
